model_name,developer_company,release_year,model_version,model_description,primary_use_case,supports_multilingual,supports_code_generation,supports_reasoning,supports_chat,access_type,license_type,commercial_use_allowed,training_scale,estimated_parameters,compute_intensity,model_category
Zenith-6,AI Labs,2024,v4.5,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,1,1,0,Closed,Commercial,1,Small,242524381,High,Enterprise
Zenith-9,Google AI,2018,v2.1,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,0,0,1,Open,Research,0,Small,41486267,Low,Research
Aurora-6,NeuralWorks,2019,v2.9,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,1,0,0,Open,Open,0,Small,44570083,Low,Open-Source
Neptune-1,Cohere,2021,v2.0,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,1,1,0,Closed,Research,1,Large,100892823,Medium,Research
Nimbus-1,Mistral AI,2020,v5.0,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,0,0,1,Open,Open,0,Large,67577527,High,Enterprise
Nova-3,Baidu,2021,v2.6,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,1,1,0,Closed,Commercial,1,Large,130262780,High,Research
Orion-5,Meta AI,2019,v1.1,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,1,0,1,Open,Open,1,Small,48369026,Medium,Research
Zenith-2,NeuralWorks,2022,v3.7,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,1,1,1,Closed,Commercial,1,Large,103158511,Low,Open-Source
Atlas-1,Baidu,2024,v4.7,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,1,1,1,Closed,Research,0,Large,207998186,Medium,Open-Source
Atlas-6,Cohere,2020,v4.5,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,1,0,0,API,Research,0,Small,9798972,Medium,Research
Atlas-5,Baidu,2021,v1.7,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,0,1,1,Open,Research,1,Large,268972077,Medium,Enterprise
Atlas-8,OpenAI,2023,v1.1,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,1,1,0,Open,Open,1,Small,224523740,Medium,Enterprise
Orion-3,Baidu,2022,v5.6,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,0,1,1,API,Commercial,0,Medium,255220751,Low,Research
Cosmos-6,Cohere,2021,v2.5,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,1,1,1,API,Commercial,1,Large,105355771,Low,Research
Nimbus-4,NeuralWorks,2021,v2.7,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,0,1,0,Closed,Research,1,Small,285131178,Medium,Enterprise
Nimbus-5,Google AI,2025,v4.3,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,0,1,0,Closed,Research,0,Large,2639191,Medium,Enterprise
Nimbus-8,AI Labs,2020,v3.5,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,1,0,0,API,Open,0,Medium,33514486,High,Enterprise
Vertex-9,DeepMind,2021,v4.6,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,1,1,0,Open,Commercial,0,Small,227249874,Low,Research
Cosmos-3,Mistral AI,2024,v5.2,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,1,0,1,Closed,Commercial,0,Large,244381562,Medium,Enterprise
Nimbus-3,Baidu,2018,v1.0,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,1,1,0,Closed,Open,1,Large,14671559,High,Research
Zenith-7,Meta AI,2023,v5.0,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,1,0,0,API,Open,0,Medium,35294184,Low,Enterprise
Atlas-2,AI Labs,2020,v2.1,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,1,1,0,Closed,Commercial,0,Medium,216048947,High,Research
Vertex-7,Cohere,2020,v5.1,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,1,0,0,Closed,Research,0,Small,14005807,Low,Research
Nova-8,OpenAI,2018,v2.3,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,0,1,1,Closed,Open,1,Small,274936743,Medium,Open-Source
Aurora-7,AI Labs,2019,v1.3,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,0,0,1,Open,Commercial,0,Large,198631971,High,Enterprise
Helios-4,Meta AI,2018,v5.4,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,1,1,0,Open,Open,1,Medium,106104524,Medium,Research
Helios-2,DeepMind,2025,v1.7,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,0,0,0,Open,Commercial,0,Large,111371635,Low,Enterprise
Orion-4,NeuralWorks,2022,v3.7,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,0,1,0,API,Research,1,Small,117191509,Low,Open-Source
Nova-8,Cohere,2023,v4.6,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,1,1,1,API,Research,0,Large,58585626,Low,Enterprise
Nimbus-1,OpenAI,2022,v1.4,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,1,0,0,Open,Commercial,0,Large,103427155,Medium,Research
Zenith-2,DeepMind,2024,v1.4,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,0,1,0,Closed,Commercial,0,Small,17303482,Medium,Open-Source
Aurora-2,Google AI,2021,v4.9,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,1,0,1,Open,Open,0,Small,35981311,Medium,Research
Helios-1,OpenAI,2025,v4.7,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,0,0,0,API,Research,1,Large,152165993,High,Open-Source
Nova-5,OpenAI,2022,v2.3,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,0,0,1,API,Open,1,Small,26391058,Medium,Enterprise
Neptune-6,Mistral AI,2025,v5.2,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,1,0,1,API,Open,1,Medium,94395530,High,Enterprise
Zenith-8,Baidu,2022,v2.7,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,1,1,0,API,Commercial,0,Medium,193558787,High,Enterprise
Cosmos-9,Meta AI,2018,v3.8,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,1,0,0,Open,Open,1,Small,225936062,Low,Enterprise
Vertex-1,AI Labs,2019,v5.0,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,0,0,1,Closed,Research,1,Large,201425789,High,Open-Source
Vertex-7,Anthropic,2023,v4.1,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,1,0,0,API,Research,0,Medium,78500294,Low,Enterprise
Orion-4,Cohere,2022,v2.8,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,0,0,0,Open,Commercial,0,Small,100704507,High,Open-Source
Neptune-5,Mistral AI,2019,v4.5,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,0,1,1,Closed,Commercial,0,Medium,231062004,High,Research
Cosmos-1,Mistral AI,2018,v4.5,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,0,1,1,Closed,Open,0,Medium,189471175,High,Open-Source
Aurora-7,OpenAI,2025,v1.7,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,0,0,0,API,Open,0,Medium,204931015,High,Enterprise
Nova-8,OpenAI,2023,v3.8,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,0,1,0,Open,Open,0,Large,16158948,High,Enterprise
Neptune-9,Meta AI,2025,v3.9,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,0,1,0,API,Open,1,Small,243518514,Medium,Enterprise
Aurora-5,NeuralWorks,2023,v4.1,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,0,0,1,Closed,Research,0,Medium,95828369,Medium,Research
Orion-3,Anthropic,2023,v5.7,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,1,0,0,Open,Research,0,Large,13712139,Medium,Research
Zenith-7,OpenAI,2023,v5.1,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,1,0,1,Closed,Open,1,Small,35990745,Low,Enterprise
Zenith-8,Cohere,2021,v2.1,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,0,0,0,API,Research,1,Large,294087975,Medium,Enterprise
Orion-8,Google AI,2020,v5.6,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,0,0,0,Open,Commercial,0,Large,210760704,Low,Open-Source
Aurora-9,OpenAI,2019,v5.4,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,1,0,1,Open,Commercial,0,Small,255884593,Medium,Enterprise
Nova-2,Meta AI,2024,v5.8,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,0,0,0,Open,Commercial,0,Large,89440205,Low,Enterprise
Helios-6,Anthropic,2022,v4.0,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,0,1,1,Open,Research,1,Medium,242499751,High,Open-Source
Atlas-8,NeuralWorks,2024,v2.3,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,1,0,1,API,Research,1,Small,46549556,High,Research
Aurora-6,DeepMind,2024,v3.7,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,1,1,1,Closed,Open,1,Medium,74694843,Medium,Research
Neptune-8,Baidu,2019,v3.4,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,1,0,1,Closed,Research,0,Medium,165469135,Low,Enterprise
Vertex-7,DeepMind,2022,v5.6,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,0,1,0,API,Open,1,Large,292400602,High,Enterprise
Nova-8,NeuralWorks,2020,v1.4,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,0,1,0,API,Commercial,1,Small,211254883,Medium,Enterprise
Orion-8,AI Labs,2023,v2.4,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,1,0,1,API,Commercial,0,Small,102429993,Medium,Open-Source
Cosmos-9,NeuralWorks,2022,v5.9,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,0,1,0,Closed,Open,1,Large,59024565,Medium,Enterprise
Helios-6,Google AI,2020,v2.1,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,0,0,0,Closed,Research,1,Small,52480886,High,Enterprise
Helios-4,OpenAI,2018,v1.1,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,1,1,1,Open,Research,0,Large,144202679,High,Open-Source
Nova-3,OpenAI,2023,v2.2,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,0,0,0,Open,Open,1,Medium,67874402,Low,Enterprise
Helios-4,Anthropic,2025,v5.2,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,0,1,0,Open,Research,1,Medium,208609749,Medium,Research
Nova-2,Google AI,2024,v4.7,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,1,1,0,API,Commercial,0,Large,264882698,Medium,Research
Zenith-6,OpenAI,2025,v5.9,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,1,0,1,Open,Open,0,Large,203756961,Low,Open-Source
Nova-4,Baidu,2023,v4.4,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,1,0,1,API,Commercial,0,Large,132035638,High,Enterprise
Neptune-8,OpenAI,2024,v5.5,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,1,0,1,Closed,Open,1,Medium,49028959,Medium,Open-Source
Zenith-4,DeepMind,2023,v3.7,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,0,0,0,Open,Commercial,1,Small,123718054,Low,Enterprise
Atlas-2,NeuralWorks,2018,v3.1,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,1,0,1,Open,Commercial,1,Small,123991043,Medium,Open-Source
Atlas-9,Google AI,2021,v1.9,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,0,1,1,Closed,Research,0,Small,105896525,High,Enterprise
Neptune-2,Google AI,2022,v2.8,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,1,1,0,Open,Open,0,Small,5695737,Medium,Open-Source
Orion-9,OpenAI,2018,v4.2,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,0,1,0,Open,Research,1,Large,150935726,Medium,Research
Cosmos-3,Google AI,2021,v2.9,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,0,1,0,Open,Commercial,1,Large,264043402,High,Research
Vertex-9,Cohere,2025,v5.5,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,1,1,0,API,Commercial,0,Small,112074843,Low,Enterprise
Zenith-5,Google AI,2024,v4.6,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,1,0,1,Closed,Research,0,Small,234827434,High,Open-Source
Cosmos-3,DeepMind,2024,v2.2,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,0,1,1,Closed,Commercial,1,Large,250754873,Medium,Research
Cosmos-3,Cohere,2018,v2.2,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,1,1,0,Closed,Commercial,1,Large,233670370,Low,Research
Orion-6,AI Labs,2025,v1.7,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,1,1,0,Closed,Open,0,Small,55386490,Low,Open-Source
Vertex-5,OpenAI,2018,v5.3,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,0,1,1,Closed,Open,1,Medium,176312335,Medium,Open-Source
Aurora-9,NeuralWorks,2019,v4.7,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,0,0,0,Closed,Commercial,1,Large,144401362,Low,Enterprise
Nova-2,NeuralWorks,2024,v3.6,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,0,0,1,Open,Research,0,Medium,104972707,Medium,Research
Helios-9,NeuralWorks,2022,v2.0,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,0,0,1,API,Commercial,0,Small,252420196,Low,Research
Cosmos-2,Google AI,2025,v3.9,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,1,1,1,API,Open,1,Large,84536214,High,Open-Source
Nimbus-9,DeepMind,2021,v2.0,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,1,1,1,API,Commercial,1,Large,218276538,Low,Open-Source
Orion-5,Google AI,2020,v5.3,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,0,1,0,Open,Open,1,Medium,215668212,Medium,Open-Source
Zenith-5,Google AI,2021,v2.9,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,0,1,0,Closed,Commercial,1,Small,223384224,Medium,Open-Source
Zenith-6,Google AI,2022,v2.7,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,1,0,1,Closed,Research,1,Small,89527021,Medium,Research
Nimbus-6,NeuralWorks,2024,v1.1,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,0,0,0,API,Commercial,1,Small,82544074,Low,Research
Cosmos-3,OpenAI,2020,v3.5,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,0,0,0,Closed,Commercial,0,Small,45209059,Low,Research
Aurora-4,Meta AI,2024,v4.1,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,1,0,1,Open,Research,1,Large,140576893,Low,Open-Source
Vertex-2,Mistral AI,2021,v3.0,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,1,0,1,Closed,Commercial,1,Medium,216335717,Medium,Open-Source
Orion-6,Anthropic,2021,v4.2,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,0,0,0,API,Research,0,Small,242012192,Low,Research
Neptune-5,Baidu,2023,v5.3,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,1,1,0,API,Open,1,Large,113620417,Medium,Research
Aurora-6,Meta AI,2024,v2.5,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,0,0,1,Closed,Research,1,Medium,214400620,High,Open-Source
Cosmos-3,Baidu,2024,v3.9,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,0,0,1,Closed,Research,1,Medium,80546971,Low,Enterprise
Nova-9,NeuralWorks,2025,v3.3,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,1,0,0,API,Commercial,1,Large,201265679,Medium,Research
Neptune-8,AI Labs,2021,v2.2,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,1,1,0,Closed,Open,0,Medium,294734522,Medium,Research
Cosmos-1,DeepMind,2023,v1.6,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,1,1,1,API,Open,0,Medium,120668280,Medium,Open-Source
Orion-1,Anthropic,2022,v4.4,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,0,0,0,Closed,Research,1,Small,231860270,Low,Enterprise
Orion-9,AI Labs,2024,v1.8,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,0,1,0,API,Open,1,Small,127075224,Medium,Research
Zenith-3,AI Labs,2021,v1.6,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,1,0,1,Open,Research,0,Large,139616430,Low,Open-Source
Orion-5,Cohere,2020,v4.3,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,1,0,1,Closed,Open,0,Small,84520265,Low,Open-Source
Nova-2,DeepMind,2020,v1.7,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,0,1,0,Closed,Open,1,Small,192265127,Low,Research
Atlas-7,Anthropic,2022,v1.9,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,0,0,0,Closed,Research,0,Medium,189647090,Low,Enterprise
Helios-7,Google AI,2024,v2.2,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,1,0,0,API,Commercial,1,Medium,173987325,High,Enterprise
Nova-1,OpenAI,2025,v2.0,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,0,1,1,Closed,Open,0,Medium,249829616,Low,Enterprise
Neptune-9,AI Labs,2019,v5.2,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,1,1,0,API,Research,1,Small,168534957,High,Research
Orion-1,Google AI,2018,v3.2,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,1,0,1,Closed,Commercial,0,Large,196305714,Low,Enterprise
Orion-5,Cohere,2018,v1.4,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,0,0,0,API,Open,0,Medium,61867302,Low,Enterprise
Zenith-6,Google AI,2020,v5.3,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,0,0,1,Closed,Open,0,Large,295708039,High,Enterprise
Vertex-5,AI Labs,2022,v1.6,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,1,1,0,API,Commercial,1,Large,28945992,Low,Open-Source
Neptune-1,Google AI,2025,v1.7,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,1,0,1,Open,Open,0,Small,180348616,Low,Research
Nimbus-2,OpenAI,2025,v2.2,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,0,1,0,API,Open,1,Large,101690112,Medium,Research
Nova-1,Cohere,2021,v5.6,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,1,1,0,Closed,Open,1,Large,155437767,Medium,Open-Source
Nimbus-2,Cohere,2022,v5.7,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,0,1,0,API,Commercial,0,Large,99976408,High,Research
Neptune-4,Meta AI,2018,v2.3,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,0,1,0,Open,Commercial,0,Large,2512721,High,Open-Source
Neptune-1,Cohere,2019,v3.3,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,0,0,0,Closed,Commercial,1,Medium,279564027,High,Research
Cosmos-4,Meta AI,2021,v4.5,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,0,1,1,Closed,Commercial,0,Medium,2641427,Medium,Enterprise
Atlas-1,OpenAI,2025,v5.4,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,1,0,1,Open,Commercial,1,Small,229788765,Low,Enterprise
Vertex-2,NeuralWorks,2025,v3.4,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,1,0,1,Closed,Commercial,1,Small,258886099,Low,Enterprise
Atlas-1,Anthropic,2025,v4.3,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,0,1,1,API,Commercial,0,Medium,278283370,Medium,Enterprise
Helios-1,Google AI,2019,v2.4,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,0,0,1,API,Research,0,Small,176759012,High,Open-Source
Helios-6,OpenAI,2025,v2.2,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,1,1,1,API,Commercial,0,Large,216797234,High,Open-Source
Nimbus-6,Google AI,2024,v4.9,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,0,1,0,Closed,Commercial,1,Small,286876238,Medium,Open-Source
Nova-7,AI Labs,2018,v1.1,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,0,1,0,Open,Commercial,1,Large,39978957,Low,Enterprise
Vertex-8,Meta AI,2021,v2.3,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,0,0,1,Open,Open,1,Small,151544451,High,Open-Source
Cosmos-4,Google AI,2023,v2.9,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,0,1,0,Open,Commercial,1,Large,90677699,High,Open-Source
Aurora-8,Anthropic,2024,v3.1,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,0,1,0,Closed,Open,1,Medium,243856673,High,Open-Source
Atlas-1,Google AI,2018,v3.3,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,0,0,0,API,Research,0,Small,107109675,Low,Open-Source
Cosmos-1,Mistral AI,2021,v5.2,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,0,0,1,API,Commercial,1,Small,34966736,Low,Enterprise
Helios-1,Meta AI,2023,v1.8,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,1,0,0,Open,Research,0,Small,223829798,Low,Enterprise
Nova-3,DeepMind,2023,v4.2,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,1,1,0,API,Commercial,1,Medium,140709200,High,Enterprise
Aurora-4,Cohere,2022,v4.8,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,0,0,0,Open,Research,0,Large,258333867,Medium,Research
Nimbus-3,OpenAI,2020,v5.3,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,0,0,0,Open,Open,0,Medium,282897960,High,Open-Source
Orion-5,Baidu,2020,v2.0,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,1,0,0,Open,Open,0,Large,80361451,High,Research
Neptune-7,AI Labs,2019,v3.7,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,1,1,0,Open,Research,0,Large,13996145,High,Enterprise
Neptune-6,Meta AI,2019,v1.3,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,0,1,1,Open,Open,0,Large,81409974,Medium,Research
Helios-2,AI Labs,2022,v3.4,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,0,0,1,Closed,Commercial,0,Small,95341622,Medium,Enterprise
Nimbus-1,Baidu,2024,v4.0,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,1,0,0,API,Research,0,Large,141276475,Low,Open-Source
Zenith-6,Google AI,2023,v5.4,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,1,1,0,Open,Commercial,0,Medium,275707488,Low,Enterprise
Zenith-1,Baidu,2022,v2.9,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,0,0,1,Open,Commercial,0,Small,221215569,High,Enterprise
Vertex-8,NeuralWorks,2023,v1.9,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,0,0,0,Closed,Research,0,Medium,136729080,High,Open-Source
Vertex-9,OpenAI,2022,v3.2,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,1,0,0,Closed,Open,0,Large,35448819,Medium,Research
Nova-3,Google AI,2020,v4.9,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,0,1,1,Closed,Research,0,Small,226378253,High,Enterprise
Zenith-9,Cohere,2021,v1.4,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,0,1,0,Closed,Commercial,1,Small,191415269,Medium,Research
Aurora-3,Cohere,2021,v3.5,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,1,0,0,API,Research,1,Medium,166211003,Medium,Enterprise
Orion-9,NeuralWorks,2018,v2.1,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,0,0,1,Closed,Open,0,Medium,34033710,High,Enterprise
Zenith-1,DeepMind,2018,v3.3,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,0,0,1,Open,Open,1,Large,170153963,High,Open-Source
Helios-4,Meta AI,2019,v1.1,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,1,0,0,API,Research,0,Large,50080032,High,Research
Nova-8,Anthropic,2020,v4.5,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,0,1,0,API,Research,0,Large,272058844,Medium,Open-Source
Helios-2,Mistral AI,2024,v5.8,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,0,0,0,Open,Research,0,Medium,223813609,Low,Enterprise
Atlas-9,OpenAI,2021,v4.5,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,1,1,1,API,Research,1,Small,115730260,Medium,Open-Source
Nimbus-6,Meta AI,2018,v1.4,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,0,1,0,API,Commercial,0,Small,214138899,High,Enterprise
Zenith-1,NeuralWorks,2020,v4.3,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,0,0,0,Open,Research,1,Medium,180954443,Medium,Enterprise
Neptune-2,DeepMind,2018,v3.2,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,0,1,0,Closed,Research,1,Medium,231140196,Medium,Enterprise
Aurora-9,Google AI,2019,v2.6,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,0,0,0,API,Research,1,Medium,214583521,High,Open-Source
Aurora-7,Meta AI,2025,v1.5,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,0,0,0,Closed,Commercial,1,Small,231743598,High,Research
Atlas-7,NeuralWorks,2019,v4.7,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,0,0,1,Closed,Open,0,Small,130976511,Medium,Open-Source
